# time,x_position,y_position,z_position
30.22302230,-131389.83531626,61334.54562649,23421.54403142
30.23302330,-132084.23981729,60345.01243999,24224.28710703
30.24302430,-132599.35860998,59167.86666800,24899.17241145
30.25302530,-132900.36731821,57853.44838771,25436.75735031
30.26302630,-132962.10967197,56458.99344692,25833.55633032
30.27302730,-132766.33729024,55044.62852011,26090.03115954
30.28302830,-132304.83665632,53674.58219775,26213.23871290
30.29302930,-131583.90568341,52414.26743167,26218.93365098
30.30303030,-130624.16461783,51329.69068810,26131.33013358
30.31303130,-129458.12416583,50480.91832544,25980.33972361
30.32303230,-128132.93434451,49919.91930601,25803.02752641
30.33303330,-126711.44136446,49683.22371215,25642.76670630
30.34303430,-125268.87410129,49788.70861577,25546.66286079
30.35303530,-123888.65937501,50230.98193338,25562.38665415
30.36303630,-122654.74165563,50973.01930568,25731.83194389
30.37303730,-121643.64696962,51949.05919661,26086.90881185
30.38303830,-120919.26671652,53071.31621910,26648.47782074
30.39303930,-120517.31013149,54236.43011387,27416.10058583
30.40304030,-120442.55192438,55330.03848343,28366.94647133
30.41304130,-120674.43269681,56250.30682241,29463.50894345
30.42304230,-121171.23316073,56910.58943114,30655.58193197
30.43304330,-121869.03380525,57251.84789574,31882.81613444
30.44304430,-122688.75528662,57244.16895170,33079.78937602
30.45304530,-123554.01689751,56882.06823778,34185.98063076
30.46304630,-124388.09981067,56184.19551749,35146.24673953
30.47304730,-125119.02675129,55195.44345826,35916.34423681
30.48304830,-125684.84571915,53977.26309883,36463.89037933
30.49304930,-126032.28470661,52602.34250358,36766.55353209
30.50305031,-126122.69726359,51154.97790370,36818.87062490
30.51305131,-125934.12611240,49728.95236854,36633.33786007
30.52305231,-125460.51241210,48417.84025344,36235.97256808
30.53305331,-124711.84245378,47314.76309432,35666.77433561
30.54305431,-123722.98690538,46501.91728788,34983.67027091
30.55305531,-122552.84778603,46045.61756203,34259.84159825
30.56305631,-121278.05986196,45990.44284365,33575.20639391
30.57305731,-119991.19312438,46350.48366708,33012.60511475
30.58305831,-118796.84626241,47091.81629091,32648.88160359
30.59305931,-117799.52457436,48138.36490410,32546.08706643
30.60306031,-117086.26244361,49383.21063360,32741.93138912
30.61306131,-116714.35186326,50694.61308104,33241.55908151
30.62306231,-116700.44537674,51925.26508939,34010.34328197
30.63306331,-117026.57056965,52944.70202640,34988.31498275
30.64306431,-117645.09437932,53647.74709300,36096.36068622
30.65306531,-118478.01049620,53969.71479968,37240.92758703
30.66306631,-119434.53975354,53885.97015703,38328.39685499
30.67306731,-120423.64938908,53404.44308136,39273.64321984
30.68306831,-121356.45463548,52568.75823340,40006.80805268
30.69306931,-122153.27964100,51451.52137908,40477.36965566
30.70307031,-122746.62472831,50139.79364142,40651.63293120
30.71307131,-123085.29873974,48734.98316998,40518.99492386
30.72307231,-123139.09253870,47348.75834582,40095.06169078
30.73307331,-122897.04267988,46091.89058742,39414.36030130
30.74307431,-122368.11648659,45071.66187906,38529.77989355
30.75307531,-121591.64073096,44379.01984970,37517.06760286
30.76307631,-120634.60077455,44082.29280272,36469.13645294
30.77307731,-119583.21149081,44221.71212077,35482.95612221
30.78307831,-118540.34795647,44797.28987052,34654.02705733
30.79307931,-117619.92886088,45753.60653998,34066.07394945
30.80308031,-116927.79762968,46993.98267199,33777.74202567
30.81308131,-116548.22401512,48391.95393343,33817.07184309
30.82308231,-116525.86292037,49800.76546070,34170.42408848
30.83308331,-116862.72319259,51070.81469684,34785.26110540
30.84308431,-117527.63759887,52078.93611989,35588.06277295
30.85308531,-118457.55867293,52736.16495708,36488.87494080
30.86308631,-119564.39443511,52997.39696527,37390.48537465
30.87308731,-120757.19874267,52852.87969193,38203.86580239
30.88308831,-121944.71289965,52326.76171800,38852.22098916
30.89308931,-123041.80005009,51476.96455637,39277.53068712
30.90309031,-123975.91808287,50378.37508677,39439.58348741
30.91309131,-124687.49421686,49119.57712854,39316.46689241
30.92309231,-125136.00479923,47800.42493974,38909.74816449
30.93309331,-125300.24019138,46523.34544814,38240.48723216
30.94309431,-125174.62955405,45390.16313688,37343.81767680
30.95309531,-124778.09959214,44493.34941858,36272.96490337
30.96309631,-124155.54769992,43911.13179783,35098.41781999
30.97309731,-123370.94948316,43701.17041055,33897.08275026
30.98309831,-122506.33062153,43897.85757491,32749.36241963
30.99309931,-121658.29639070,44494.38993565,31731.57091300
31.00310031,-120931.05442095,45444.02239341,30910.32024414
31.01310131,-120419.30370808,46670.57423018,30331.30036852
31.02310231,-120197.97158620,48070.36587141,30016.37974660
31.03310331,-120308.45333907,49517.29792672,29955.83649120
31.04310431,-120759.35076439,50887.68987382,30116.27781737
31.05310531,-121531.05097773,52070.93071743,30448.62823410
31.06310631,-122573.57225104,52982.63575904,30890.89698757
31.07310731,-123811.78584059,53568.74023008,31372.77794479
31.08310831,-125169.23042491,53803.61799001,31831.18510859
31.09310931,-126566.42870900,53687.17624415,32209.17781445
31.10311031,-127927.00732790,53245.99114282,32460.63459424
31.11311131,-129183.18889040,52522.68861493,32550.52872340
31.12311231,-130275.82039029,51571.31406302,32453.88959005
31.13311331,-131158.76425938,50456.48066386,32158.68984122
31.14311431,-131800.03219402,49250.37464114,31665.47881494
31.15311531,-132178.37176178,48026.10440875,30982.55858058
31.16311631,-132284.88057855,46858.07181660,30126.75682242
31.17311731,-132128.21894049,45817.39177269,29124.87814850
31.18311831,-131734.21929894,44970.35772541,28012.96284206
31.19311931,-131140.95087963,44373.16649762,26830.21973876
31.20312031,-130399.49416302,44074.42859720,25619.08959250
31.21312131,-129574.67630060,44101.57677827,24422.73039868
31.22312231,-128744.75659797,44459.33006633,23284.45958694
31.23312331,-127990.12687075,45130.59615072,22241.18055425
31.24312431,-127390.25894384,46078.66843160,21321.01358661
31.25312531,-127012.68632714,47245.07000844,20541.37400074
31.26312631,-126906.16366369,48548.99200655,19906.19522609
31.27312731,-127097.90346863,49899.91136223,19407.09318823
31.28312831,-127593.78540449,51210.76025608,19027.27891347
31.29312931,-128378.05211270,52400.66007813,18743.66603121
31.30313031,-129410.70707266,53402.88107368,18527.36557227
31.31313131,-130633.63176533,54166.93507574,18346.29738617
31.32313231,-131989.01235510,54661.43804845,18173.05835939
31.33313331,-133414.23232665,54869.78628690,17982.25882199
31.34313431,-134847.47473229,54793.27473607,17752.65884861
31.35313531,-136229.94355750,54449.09950123,17467.48024368
31.36313631,-137510.71777347,53860.85749992,17114.37659798
31.37313731,-138643.95255644,53060.09544294,16684.63399904
31.38313831,-139592.58210854,52085.39257286,16173.76105688
31.39313931,-140328.67481080,50981.89516760,15581.46860751
31.40314031,-140832.93119308,49795.97198433,14910.32431462
31.41314131,-141090.24220547,48576.35358255,14164.82282376
31.42314231,-141095.39607248,47372.67521500,13351.80498513
31.43314331,-140854.18748023,46234.56588163,12480.43754219
31.44314431,-140383.40967869,45211.59315759,11562.20385767
31.45314531,-139708.60255395,44347.59379945,10609.35119399
31.46314631,-138861.72447153,43685.43051291,9633.92778104
31.47314731,-137884.46738031,43260.97256493,8647.72870248
31.48314831,-136828.48455131,43097.66199834,7661.70821078
31.49314931,-135755.39057765,43206.51363184,6685.97972720
31.50315032,-134730.38131120,43584.57040319,5728.89498416
31.51315132,-133816.37269365,44214.84643040,4794.01460336
31.52315232,-133074.88155658,45066.88186816,3882.20450161
31.53315332,-132554.10433460,46093.20939822,2992.11596742
31.54315432,-132288.76185757,47229.31089099,2120.17829597
31.55315532,-132297.94333824,48401.53189474,1260.90553297
31.56315632,-132582.26222724,49543.11049822,408.30651783
31.57315732,-133127.87232859,50586.75782681,-442.52164533
31.58315832,-133903.51240379,51475.32582353,-1294.57606373
31.59315932,-134860.50703591,52162.14752826,-2148.94022119
31.60316032,-135944.99076066,52614.92935173,-3004.91367026
31.61316132,-137103.97283762,52813.65770050,-3859.26237928
31.62316232,-138282.64091936,52749.88505664,-4707.34102563
31.63316332,-139428.09771416,52428.77567747,-5543.58752851
31.64316432,-140490.41066460,51868.07486720,-6361.68993230
31.65316532,-141427.20110925,51090.28199427,-7155.10396351
31.66316632,-142199.88008358,50124.12944985,-7917.00087328
31.67316732,-142777.04357746,49004.55919379,-8641.55144510
31.68316832,-143134.95566251,47772.45149609,-9324.03386892
31.69316932,-143258.72417427,46472.42420002,-9961.24749140
31.70317032,-143137.61970179,45150.07322526,-10550.48996631
31.71317132,-142766.38102886,43853.74304125,-11090.34887988
31.72317232,-142150.88295651,42632.04155245,-11582.50316656
31.73317332,-141308.17593952,41533.81028913,-12031.73555405
31.74317432,-140266.45520235,40608.01750210,-12445.91883306
31.75317532,-139061.70454887,39895.80967399,-12834.93791934
31.76317632,-137737.67341960,39434.91991118,-13211.75988245
31.77317732,-136347.95326430,39252.72412491,-13592.61258669
31.78317832,-134955.04974645,39360.28039409,-13996.35835631
31.79317932,-133629.33137117,39752.12433277,-14444.06332059
31.80318032,-132437.13181596,40404.51236422,-14955.54094397
31.81318132,-131443.82277428,41277.89840653,-15552.27114230
31.82318232,-130699.96734561,42314.66210799,-16249.49458907
31.83318332,-130237.94572766,43438.42764363,-17054.54918427
31.84318432,-130071.14316131,44558.88043395,-17966.89597557
31.85318532,-130191.65880511,45595.67111360,-18978.52768325
31.86318632,-130574.89327352,46470.98921098,-20073.63073799
31.87318732,-131177.49472309,47122.10721480,-21228.04731527
31.88318832,-131937.55497884,47503.07470870,-22409.50371058
31.89318932,-132790.48281008,47587.71916177,-23584.47952586
31.90319032,-133672.54379974,47365.89270215,-24718.67965773
31.91319132,-134520.71147180,46845.25720866,-25779.29144003
31.92319232,-135275.55701306,46052.45386900,-26736.78435605
31.93319332,-135885.87370487,45026.04265523,-27566.40597761
31.94319432,-136306.83078643,43812.52027850,-28246.90665843
31.95319532,-136503.24313253,42467.92552473,-28764.37620917
31.96319632,-136451.29812197,41057.18796839,-29113.38336157
31.97319732,-136138.78032583,39649.56026744,-29296.32387959
31.98319832,-135562.63104044,38315.90616602,-29321.74603859
31.99319932,-134733.80742001,37127.43725862,-29207.92949011
32.00320032,-133679.77849169,36152.07023822,-28983.95633535
32.01320132,-132442.81745692,35449.75205831,-28687.64143376
32.02320232,-131078.32977357,35072.36106540,-28364.42474629
32.03320332,-129655.99250152,35050.81638532,-28066.11723538
32.04320432,-128259.19699050,35388.91541246,-27849.42962002
32.05320532,-126975.16816045,36062.74444700,-27769.06323728
32.06320632,-125889.03840188,37020.11054241,-27874.47097570
32.07320732,-125069.94950457,38176.70299646,-28198.99678021
32.08320832,-124565.01493060,39420.02363755,-28756.04342320
32.09320932,-124393.78753274,40631.06157706,-29538.63654515
32.10321032,-124546.27757610,41693.52233865,-30518.29624854
32.11321132,-124978.17725385,42507.08912139,-31643.00033045
32.12321232,-125624.95774871,42997.32051971,-32848.27218548
32.13321332,-126411.59738272,43118.08150785,-34063.71980751
32.14321432,-127255.48067732,42858.40036544,-35218.55576515
32.15321532,-128074.29553880,42239.19062549,-36247.15623179
32.16321632,-128793.52828496,41301.66778355,-37092.28711015
32.17321732,-129348.24643075,40108.69118255,-37710.08843585
32.18321832,-129687.13726944,38743.18975359,-38073.87637351
32.19321932,-129773.28242637,37296.35897287,-38171.65712879
32.20322032,-129581.77207092,35865.98823695,-38004.71257739
32.21322132,-129109.38885202,34552.05807916,-37596.04445066
32.22322232,-128375.33941382,33454.01816364,-36990.23847905
32.23322332,-127416.90886034,32658.23730837,-36244.98067752
32.24322432,-126289.90980145,32238.52380205,-35431.54260118
32.25322532,-125073.60377792,32236.40772432,-34634.08426920
32.26322632,-123866.76771889,32657.31100087,-33944.68696480
32.27322732,-122772.35114841,33469.13174243,-33447.96197900
32.28322832,-121889.36413162,34598.84346168,-33214.76511620
32.29322932,-121297.47806165,35925.24504650,-33286.62637827
32.30323032,-121047.50077269,37302.56721758,-33672.45321983
32.31323132,-121154.53657149,38582.73879370,-34348.61166950
32.32323232,-121591.10579185,39631.53151539,-35255.91119882
32.33323332,-122294.36517280,40343.91832772,-36308.87335138
32.34323432,-123185.29769763,40653.12131241,-37413.55733899
32.35323532,-124172.27431411,40536.86426028,-38474.27085913
32.36323632,-125161.28286076,40015.76755715,-39402.87819628
32.37323732,-126066.42265686,39137.73663150,-40124.31706395
32.38323832,-126813.23406999,37978.00470011,-40583.21991241
32.39323932,-127343.59164298,36635.05872688,-40748.10588099
32.40324032,-127615.18642923,35215.11671285,-40605.96212281
32.41324132,-127603.09876511,33830.37763962,-40164.55232877
32.42324232,-127307.67388770,32593.66893025,-39458.93397102
32.43324332,-126752.82042546,31609.40816688,-38546.14465959
32.44324432,-125980.89179302,30969.29884224,-37496.77904470
32.45324532,-125058.59924231,30738.91101331,-36396.86481069
32.46324632,-124077.68949710,30946.66846677,-35345.04816999
32.47324732,-123141.01350107,31581.99912998,-34436.49278610
32.48324832,-122355.37167465,32595.62931200,-33756.55484922
32.49324932,-121814.00383227,33888.33098513,-33364.27273404
32.50325033,-121587.90989295,35321.33889207,-33286.69330004
32.51325133,-121714.24947529,36748.77494419,-33517.54331474
32.52325233,-122191.74873658,38028.52673321,-34018.18021087
32.53325333,-122973.79132366,39038.45383187,-34714.82312105
32.54325433,-123990.75829019,39692.89860950,-35521.36394422
32.55325533,-125159.61588175,39944.08015264,-36348.54176948
32.56325633,-126388.51385280,39787.80402834,-37110.50964061
32.57325733,-127589.36751603,39253.57673668,-37732.84218419
32.58325833,-128682.83438349,38393.20975045,-38154.68335102
32.59325933,-129602.91568086,37281.09284488,-38334.64754022
32.60326033,-130300.11810808,36007.55925383,-38251.60502777
32.61326133,-130738.33688231,34667.22887785,-37898.41667652
32.62326233,-130898.76212948,33358.07214457,-37285.46923240
32.63326333,-130784.70168245,32177.21113901,-36443.58279334
32.64326433,-130419.08877379,31213.06487904,-35418.74073721
32.65326533,-129839.68020916,30545.37897093,-34265.92089706
32.66326633,-129104.30850544,30233.47879778,-33050.23308234
32.67326733,-128291.86327508,30308.68588728,-31845.57937109
32.68326833,-127491.69795154,30772.59449032,-30724.36224108
32.69326933,-126798.62530762,31599.16716427,-29751.90625290
32.70327033,-126299.82943458,32726.58819437,-28978.48202581
32.71327133,-126067.70762633,34055.84330353,-28434.07998992
32.72327233,-126149.69193981,35474.16141096,-28125.55803303
32.73327333,-126566.64051484,36863.85469793,-28040.22209857
32.74327433,-127303.95456669,38115.99894751,-28144.04355952
32.75327533,-128313.19029438,39136.73014393,-28383.82214758
32.76327633,-129533.53922007,39860.90049670,-28704.16577422
32.77327733,-130892.88981045,40248.89423697,-29048.26445260
32.78327833,-132313.24055009,40291.85303146,-29362.42852806
32.79327933,-133719.73272371,40004.17484494,-29600.05613396
32.80328033,-135044.47780578,39415.49625218,-29722.65832770
32.81328133,-136229.16038216,38570.77617847,-29701.81916273
32.82328233,-137227.35983213,37527.60636750,-29519.96757069
32.83328333,-138002.84147440,36347.82301965,-29167.32956954
32.84328433,-138529.34192040,35097.51791628,-28641.70055893
32.85328533,-138794.97762684,33844.48537962,-27950.22807898
32.86328633,-138802.34731868,32657.08151985,-27109.15518516
32.87328733,-138564.91527844,31598.41830988,-26139.69497072
32.88328833,-138105.35775430,30730.41090698,-25067.28737452
32.89328933,-137460.99916144,30104.22672770,-23922.14047968
32.90329033,-136684.25193497,29758.69520137,-22739.06921888
32.91329133,-135839.15103747,29718.41376867,-21555.33993883
32.92329233,-134993.90527114,29992.19566568,-20404.22415550
32.93329333,-134222.49426075,30572.41600170,-19316.60446559
32.94329433,-133594.69676413,31426.35001630,-18316.79744489
32.95329533,-133175.25236433,32496.33447019,-17422.22620812
32.96329633,-133013.05783235,33712.78048785,-16640.24256918
32.97329733,-133141.13959095,34996.83609129,-15969.63405654
32.98329833,-133569.23634631,36267.43900600,-15401.61187210
32.99329933,-134280.30254310,37444.87997388,-14919.17797326
33.00330033,-135237.69885304,38458.84034824,-14500.45271094
33.01330133,-136395.94274587,39256.26077351,-14124.22387623
33.02330233,-137699.59608369,39798.46747444,-13769.25891373
33.03330333,-139087.09939370,40066.38077993,-13415.81313862
33.04330433,-140495.32983001,40058.36635545,-13046.51437594
33.05330533,-141868.08226959,39782.19482575,-12648.03391668
33.06330633,-143152.35996636,39255.73168023,-12209.81327251
33.07330733,-144302.73843821,38506.74202309,-11724.64251376
33.08330833,-145281.63206434,37572.43475471,-11188.63864895
33.09330933,-146059.87041347,36492.18787678,-10600.39951338
33.10331033,-146613.00635673,35308.20405553,-9960.37118260
33.11331133,-146925.13443132,34065.40513423,-9270.84432447
33.12331233,-146989.76144290,32810.58696869,-8535.91112139
33.13331333,-146809.90815154,31591.90956512,-7761.39364246
33.14331433,-146396.31492163,30454.23396689,-6953.73006395
33.15331533,-145763.56567227,29444.57649412,-6119.85922638
33.16331633,-144936.26145290,28605.51341896,-5266.66796927
33.17331733,-143949.98424074,27973.32906789,-4400.80103312
33.18331833,-142851.29694077,27578.01582173,-3528.66105945
33.19331933,-141694.94603924,27441.28696877,-2656.10385930
33.20332033,-140536.77327603,27572.64093350,-1786.30052745
33.21332133,-139439.19341576,27971.76814071,-920.18250631
33.22332233,-138462.26783727,28619.98765259,-56.90936926
33.23332333,-137663.08201418,29479.74029666,806.14802629
33.24332433,-137090.43605709,30498.62218355,1673.08810796
33.25332533,-136778.16062029,31616.14043615,2550.00384058
33.26332633,-136746.72150114,32764.31465812,3442.74176672
33.27332733,-136994.51855917,33874.12877711,4354.73296208
33.28332833,-137497.80974834,34875.69595807,5286.97943453
33.29332933,-138219.45648741,35709.36038358,6238.36410206
33.30333033,-139114.79508400,36329.07131500,7204.64202463
33.31333133,-140131.03609133,36701.06623776,8178.84665634
33.32333233,-141210.21317937,36808.34334083,9151.76505821
33.33333333,-142292.68296838,36649.41914173,10112.59703815
33.34333433,-143325.66872597,36231.74186465,11049.86697851
33.35333533,-144258.93772611,35572.12636611,11951.45896835
33.36333633,-145049.08202239,34697.35240806,12806.40568893
33.37333733,-145659.72791276,33644.09705061,13604.94799251
33.38333833,-146063.32806614,32453.64529746,14339.12529391
33.39333933,-146236.73242117,31169.40579763,15001.39966132
33.40334033,-146164.44174138,29838.91486628,15586.71074977
33.41334133,-145841.02548765,28512.54503116,16093.49607599
33.42334233,-145271.12181814,27243.50503258,16523.69101842
33.43334333,-144468.83739003,26083.89780971,16882.45177240
33.44334433,-143454.48967475,25084.03943309,17177.32902706
33.45334533,-142258.63364980,24292.24344174,17420.16816116
33.46334633,-140924.18250747,23748.44847949,17627.79147609
33.47334733,-139506.28496676,23484.04192880,17821.93186188
33.48334833,-138066.45074244,23516.08450079,18026.65022553
33.49334933,-136673.52844012,23851.41185244,18270.43707070
33.50335034,-135396.58777923,24475.88506019,18581.90400399
33.51335134,-134301.21100572,25349.39252613,18987.61530832
33.52335234,-133448.00189858,26407.07579298,19511.40457585
33.53335334,-132876.85031117,27572.65146100,20168.46088961
33.54335434,-132611.57428316,28758.10382354,20967.79210632
33.55335534,-132650.32866224,29874.12635468,21904.92346894
33.56335634,-132962.85347672,30832.50643407,22960.36765408
33.57335734,-133499.14513702,31557.72545351,24104.43155323
33.58335834,-134201.74719026,31996.44452537,25302.09446944
33.59335934,-135003.96424791,32114.32825584,26512.60134847
33.60336034,-135833.74030167,31903.26212337,27692.44375445
33.61336134,-136621.10893281,31377.12860062,28799.22400869
33.62336234,-137304.84895055,30562.98324173,29794.28546759
33.63336334,-137830.58283584,29503.47126412,30644.25102941
33.64336434,-138154.64745490,28256.57723336,31324.08431954
33.65336534,-138246.09844438,26889.50067465,31817.88225961
33.66336634,-138081.53613036,25473.91140344,32114.92510887
33.67336734,-137650.71418979,24086.00189333,32215.13309609
33.68336834,-136960.06813333,22804.49045311,32131.69901039
33.69336934,-136032.22918712,21708.60660410,31890.40732837
33.70337034,-134901.89478070,20868.26944034,31524.99661677
33.71337134,-133618.86840834,20345.36229758,31080.18123968
33.72337234,-132250.22055405,20181.86967651,30611.84086596
33.73337334,-130876.33651892,20396.17797703,30183.32225572
33.74337434,-129585.23998892,20981.62014059,29860.89070338
33.75337534,-128463.80170495,21896.94661032,29706.37001969
33.76337634,-127589.85586845,23059.78506983,29770.15375988
33.77337734,-127020.77628776,24361.24985769,30083.89400345
33.78337834,-126789.28721948,25676.42226984,30659.61561373
33.79337934,-126891.17921028,26878.53618725,31479.25366496
33.80338034,-127284.31510099,27846.93287939,32494.24330683
33.81338134,-127907.11390324,28491.23950474,33641.57659319
33.82338234,-128682.76269728,28751.09498970,34846.59360543
33.83338334,-129523.09649736,28607.56954965,36028.56892109
33.84338434,-130341.31365209,28076.91530055,37110.21682005
33.85338534,-131059.91419813,27199.35221388,38023.01357731
33.86338634,-131612.50661959,26041.20294378,38712.68172759
33.87338734,-131948.15455127,24691.00361343,39142.95618502
33.88338834,-132030.42103598,23245.28009715,39292.23130053
33.89338934,-131838.38743045,21807.96322074,39156.27174691
33.90339034,-131373.58553777,20486.17797165,38754.92188128
33.91339134,-130658.84079163,19383.30105164,38129.27351601
33.92339234,-129732.97684213,18591.89329809,37334.14746488
33.93339334,-128656.03047489,18185.73417467,36442.04454308
33.94339434,-127511.18632648,18207.09323899,35542.52708090
33.95339534,-126394.11279546,18662.14619214,34729.76768171
33.96339634,-125407.06899611,19521.46861033,34096.54812580
33.97339734,-124643.29027945,20704.76032452,33718.59638826
33.98339834,-124179.64624343,22082.88245667,33647.69378685
33.99339934,-124061.00767906,23509.75520963,33901.87286886
34.00340034,-124294.32384177,24832.83891146,34463.34932044
34.01340134,-124841.24757277,25912.15081154,35273.59600274
34.02340234,-125635.97578628,26640.35011661,36251.52178837
34.03340334,-126594.40815287,26950.70930447,37303.02959325
34.04340434,-127620.37966422,26826.54973803,38329.26708547
34.05340534,-128621.92165707,26288.68894170,39239.12651942
34.06340634,-129515.90325945,25388.57738491,39954.51154711
34.07340734,-130233.78370960,24209.03544744,40418.29246851
34.08340834,-130724.69505101,22849.31363012,40594.22760432
34.09340934,-130952.57656955,21417.24242073,40463.61230452
34.10341034,-130903.56376254,20025.81563901,40033.33419897
34.11341134,-130586.95378118,18787.76928173,39335.50865202
34.12341234,-130029.34690338,17805.80332991,38417.91436600
34.13341334,-129277.77918798,17168.52121664,37346.00072444
34.14341434,-128403.84263968,16936.38583258,36203.91050347
34.15341534,-127495.72118003,17136.88323031,35084.52873024
34.16341634,-126652.09558602,17765.63542216,34080.93950701
34.17341734,-125970.51778549,18771.56631541,33275.68255962
34.18341834,-125539.83940561,20052.89777048,32733.33312337
34.19341934,-125424.82090153,21482.47372703,32489.54398036
34.20342034,-125657.75993679,22918.11495794,32548.75984023
34.21342134,-126227.25995817,24217.83856998,32877.75571980
34.22342234,-127088.81609346,25260.12219284,33417.30404769
34.23342334,-128175.16022364,25955.37743859,34093.09081379
34.24342434,-129400.38808488,26256.86243776,34821.42310854
34.25342534,-130674.53478688,26155.94927298,35520.36545153
34.26342634,-131912.55136887,25672.49569831,36116.17727794
34.27342734,-133039.14201512,24856.07284004,36549.14650991
34.28342834,-133992.90479622,23778.30565027,36775.71780921
34.29342934,-134725.58649917,22519.56539152,36765.65418477
34.30343034,-135204.84200552,21168.55953360,36505.20685246
34.31343134,-135417.30703428,19819.05294981,35999.18533555
34.32343234,-135365.47291061,18561.55422397,35265.92841197
34.33343334,-135064.74526085,17483.77562221,34334.29842666
34.34343434,-134549.91739616,16661.24738946,33246.78003675
34.35343534,-133875.35874490,16154.54578940,32059.01541923
34.36343634,-133107.40814469,16004.41315095,30831.10025527
34.37343734,-132324.17482159,16232.96183771,29625.85214548
34.38343834,-131609.30006533,16828.80202385,28503.48417898
34.39343934,-131048.89080948,17745.39992356,27519.14571567
34.40344034,-130717.97463930,18911.95237640,26713.25508937
34.41344134,-130676.34862491,20236.75935154,26111.19255096
34.42344234,-130953.56987035,21613.43212877,25717.02913093
34.43344334,-131548.34682221,22927.99353987,25513.92048773
34.44344434,-132436.00672290,24082.04299478,25472.28020975
34.45344534,-133568.95208609,24994.88919739,25551.91512117
34.46344634,-134879.99390584,25612.65311098,25705.07526342
34.47344734,-136296.10952666,25906.01568410,25884.14757381
34.48344834,-137743.87575385,25867.76629708,26044.73917530
34.49344934,-139153.86623723,25513.71534614,26148.31559435
34.50345035,-140464.46862544,24875.94692094,26163.36630699
34.51345135,-141622.50511108,23996.68970888,26065.01911403
34.52345235,-142586.05527080,22927.23638725,25836.44181501
34.53345335,-143325.63610121,21725.95461696,25469.10103450
34.54345435,-143821.16742746,20452.83542052,24960.21141678
34.55345535,-144060.89644105,19169.72749513,24312.00078762
34.56345635,-144045.95302033,17937.23327545,23533.08249399
34.57345735,-143790.53947643,16814.47721303,22638.49534015
34.58345835,-143319.71777504,15854.69573398,21647.72065498
34.59345935,-142665.40434311,15107.40691970,20582.00331531
34.60346035,-141870.07385338,14614.35853634,19465.26908001
34.61346135,-140987.11639624,14403.04581418,18323.34084211
34.62346235,-140080.69600600,14486.66970264,17183.88820927
34.63346335,-139216.48899780,14862.30923258,16072.10809326
34.64346435,-138463.42890769,15513.43184025,15009.27730669
34.65346535,-137884.86834594,16405.27284456,14012.12397194
34.66346635,-137532.54045556,17482.56799413,13091.25022640
34.67346735,-137445.62492347,18671.59246234,12250.98779072
34.68346835,-137643.65453398,19897.99407081,11488.32731306
34.69346935,-138129.87051040,21084.04882578,10795.61272598
34.70347035,-138886.20289643,22158.88053593,10161.71246518
34.71347135,-139872.17362108,23060.69157973,9571.94574233
34.72347235,-141033.71721651,23741.33673527,9010.31219539
34.73347335,-142316.22859594,24169.56508254,8463.59027209
34.74347435,-143660.21476015,24327.22133035,7919.82655972
34.75347535,-145006.74801477,24212.95806576,7369.22455839
34.76347635,-146298.80310644,23841.10787281,6804.21980455
34.77347735,-147488.28096764,23232.26154522,6219.98943922
34.78347835,-148531.51806847,22413.84448014,5613.76312571
34.79347935,-149392.85199412,21419.78416113,4984.45727689
34.80348035,-150045.25616334,20290.16422948,4332.68537741
34.81348135,-150470.71970002,19068.42871213,3660.40436984
34.82348235,-150656.00038146,17797.59260008,2970.43342211
34.83348335,-150593.86458519,16523.00278653,2266.22835109
34.84348435,-150286.57365137,15289.89386098,1551.32727172
34.85348535,-149745.90151199,14143.36134297,829.34649315
34.86348635,-148993.00854127,13127.61403898,103.92026411
34.87348735,-148055.05896711,12280.62996259,-621.96573295
34.88348835,-146964.77389641,11641.65489681,-1346.05252385
34.89348935,-145763.67136694,11241.44816663,-2067.66995520
34.90349035,-144502.19940665,11099.97708925,-2787.90712416
34.91349135,-143239.73603364,11226.41697409,-3509.61237841
34.92349235,-142039.00015564,11617.62526836,-4237.04394625
34.93349335,-140959.51544462,12256.69270079,-4977.18221267
34.94349435,-140060.25436031,13112.90407211,-5738.91889957
34.95349535,-139388.23099617,14138.01894538,-6530.69770037
34.96349635,-138978.23457947,15266.27197992,-7360.47176302
34.97349735,-138847.70381219,16425.85959209,-8234.50821339
34.98349835,-138997.57592695,17543.24312153,-9157.47269308
34.99349935,-139411.58949628,18547.93770939,-10129.72296462
35.00350035,-140053.22000267,19378.85736838,-11145.94898228
35.01350135,-140866.92470683,19984.99111219,-12195.45213936
35.02350235,-141795.77188106,20333.09682319,-13265.28409108
35.03350335,-142780.04043516,20403.21954391,-14339.12752806
35.04350435,-143759.83796207,20191.23059700,-15399.19935986
35.05350535,-144677.16775912,19710.12728956,-16426.86854490
35.06350635,-145480.78288226,18984.58217500,-17404.19146502
35.07350735,-146126.58392922,18045.52239247,-18313.86400401
35.08350835,-146577.70841018,16932.32493517,-19140.74533110
35.09350935,-146806.85880915,15691.84786836,-19873.01579198
35.10351035,-146797.14007306,14376.49829687,-20502.66609072
35.11351135,-146538.31361804,13039.64130924,-21023.92686782
35.12351235,-146026.47301179,11737.55555521,-21433.72703781
35.13351335,-145270.13812800,10526.45626883,-21735.11857629
